claim_id,page,exact_public_claim,current_target,strongest_available_evidence,problem,recommended_classification,recommended_action
SITE-CLAIM-4488,projects.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4499,projects.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4512,proof.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4538,proof.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4544,resume.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4553,resume.html,Home Projects Home Lab Proof Dashboard Resume Contact,.; projects.html; on-prem-home-lab.html; proof.html; dashboard.html; resume.html; contact.html,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution.
SITE-CLAIM-4559,service-desk-rca.html,This legacy route has been retired. The active portfolio now focuses on verified Microsoft 365 and Entra evidence.,,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4563,service-desk-rca.html,This legacy page is no longer part of the active public proof surface.,projects.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4566,v2/contact.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4567,v2/contact.html,The fastest review path is Dashboard → Projects → Proof → Resume → Contact.,v2/../assets/resume/jeremy-fontenot-resume.pdf; v2/proof.html; v2/../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4568,v2/contact.html,"Email Jeremy Download Resume Professional channels LinkedIn Profile GitHub Projects Proof Library Evidence Library Hiring fit Clear, grounded, technically verifiable.",v2/../assets/resume/jeremy-fontenot-resume.pdf; v2/proof.html; v2/../evidence-library/index.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4573,v2/contact.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4575,v2/contact.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4577,v2/dashboard.html,"Portfolio dashboard summarizing active experience, historical lab evidence, proof validation, SharePoint exports, and reviewer journey.",,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim."
SITE-CLAIM-4578,v2/dashboard.html,"Portfolio dashboard summarizing active experience, historical lab evidence, proof validation, SharePoint exports, and reviewer journey.",,evidence/home-lab-backup-restore-validation-20260629.txt,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim."
SITE-CLAIM-4579,v2/dashboard.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4580,v2/dashboard.html,It does not display live tenant or home-lab telemetry; it summarizes validated repository evidence and recruiter-facing review paths.,v2/projects.html; v2/proof.html,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4581,v2/dashboard.html,"Continue to Projects Audit Proof Active Professional Experience Service desk and support operations Historical Microsoft 365 Lab Tenant canceled, exports preserved Historical Home Lab ad.jeremyfontenot.online dismantled Proof Governance Claims linked to read artifacts",v2/projects.html; v2/proof.html,artifacts/site-audit/lighthouse/proof-desktop.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4587,v2/dashboard.html,Validated claim stream Representative claims and source evidence.,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4595,v2/dashboard.html,"Network infrastructure validation report Network validation evidence covers pfSense, Proxmox, VLANs, DHCP relay, DNS checks, and Windows Server lab services. # Network Infrastructure Validation Report (2026) ## Purpose Document the validated network infrastructure design used in the portfolio lab, including switch port mapping, VLAN segmentation, DHCP relay behavior, and DNS resolution testing. ## Environment * Firewall/router: pfSense * Virtualization host: Proxmox *...",,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4598,v2/dashboard.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4600,v2/dashboard.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4604,v2/index.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4606,v2/index.html,"Jeremy Fontenot documents practical IT support, Microsoft administration, infrastructure troubleshooting, PowerShell automation, and preserved lab validation with proof that can be opened and inspected.",,inventories/core-service-validation-20260626-010601.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4607,v2/index.html,Start Reviewer Journey Open Proof Library Download Resume,v2/dashboard.html; v2/proof.html; v2/../assets/resume/jeremy-fontenot-resume.pdf,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4609,v2/index.html,03 Proof Validated repository artifacts and SharePoint exports,v2/proof.html,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4613,v2/index.html,802+ SharePoint/M365 export artifacts indexed 12/15 public proof claims keyword-validated 7 public pages rebuilt from scratch 0 missing generated-page links after validation,,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4614,v2/index.html,Each capability is paired with a relevant proof path and uses historical language when the source environment is no longer available.,v2/resume.html; v2/projects.html; v2/projects.html; v2/proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4615,v2/index.html,"Review proof Historical Microsoft 365 lab Cloud administration documentation Preserved tenant-safe records for Conditional Access, identity, endpoint, Teams, Exchange, SharePoint, and governance learning.",v2/resume.html; v2/projects.html; v2/projects.html; v2/proof.html,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4616,v2/index.html,"Review proof Historical home lab Windows infrastructure validation Preserved evidence for AD DS, DNS, DHCP, GPO, file services, PowerShell, network validation, and Windows Server administration.",v2/resume.html; v2/projects.html; v2/projects.html; v2/proof.html,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4617,v2/index.html,Review proof Evidence governance Proof-first portfolio structure Every major claim routes to repository evidence that was read and checked for relevant content before public linking.,v2/resume.html; v2/projects.html; v2/projects.html; v2/proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4618,v2/index.html,Review proof,v2/resume.html; v2/projects.html; v2/projects.html; v2/proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4621,v2/index.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4623,v2/index.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4627,v2/projects.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4636,v2/projects.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4638,v2/projects.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4640,v2/proof-metrics-section.html,Proof Metrics Section,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4642,v2/proof-metrics-section.html,Proof Metrics Section,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4644,v2/proof-metrics-section.html,PROOF METRICS,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4647,v2/proof.html,Proof Library | Jeremy Fontenot,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4648,v2/proof.html,"Validated proof library containing read-and-verified repository artifacts, preserved SharePoint exports, historical lab records, runbooks, validation reports, scripts, diagrams, and RCA documentation.",,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4649,v2/proof.html,Proof Library | Jeremy Fontenot,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4650,v2/proof.html,"Validated proof library containing read-and-verified repository artifacts, preserved SharePoint exports, historical lab records, runbooks, validation reports, scripts, diagrams, and RCA documentation.",,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4651,v2/proof.html,https://jeremyfontenot.online/proof.html,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4652,v2/proof.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4664,v2/proof.html,"Network infrastructure validation report Network validation evidence covers pfSense, Proxmox, VLANs, DHCP relay, DNS checks, and Windows Server lab services. # Network Infrastructure Validation Report (2026) ## Purpose Document the validated network infrastructure design used in the portfolio lab, including switch port mapping, VLAN segmentation, DHCP relay behavior, and DNS resolution testing. ## Environment * Firewall/router: pfSense * Virtualization host: Proxmox *...",,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4677,v2/proof.html,"Evidence source map Evidence artifacts are mapped to categories and source context for traceable review. path,originalSourcePath,title,status,proofType,relatedProject,relatedSkill,confidenceLevel,preservationStatus evidence-library/architecture-diagrams/identity-access-ad-migration-diagram-2026.svg,assets/evidence/ad-migration-diagram.svg,Identity Access AD Migration Diagram,AUTHORITATIVE,diagram,Identity and...",,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4688,v2/proof.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4690,v2/proof.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4692,v2/resume.html,"Recruiter-focused resume page for Jeremy Fontenot with service desk, Microsoft 365, Active Directory, networking, PowerShell, certification, and proof links.",,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4693,v2/resume.html,"Recruiter-focused resume page for Jeremy Fontenot with service desk, Microsoft 365, Active Directory, networking, PowerShell, certification, and proof links.",,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4694,v2/resume.html,Home Dashboard Projects Proof Resume Contact,v2/index.html; v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
SITE-CLAIM-4699,v2/resume.html,Resume proof map Claims connected to source artifacts.,v2/../assets/resume/jeremy-fontenot-resume.pdf; v2/projects.html; v2/proof.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Unsupported until link resolves,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.
SITE-CLAIM-4707,v2/resume.html,Proof: repository-local artifacts,,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented pending public-safe direct evidence,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication."
SITE-CLAIM-4709,v2/resume.html,Reviewer journey Dashboard Projects Proof Resume Contact,v2/dashboard.html; v2/projects.html; v2/proof.html; v2/resume.html; v2/contact.html,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,"Validated claim does not currently resolve to public PRIMARY, PROCEDURE, or adequate VISUAL evidence.",Documented,Add a direct PRIMARY/PROCEDURE/VISUAL evidence link or downgrade the claim/link label. Run sensitive-data review before any publication.
